id	logFC	AveExpr	t	P.Value	adj.P.Val	B
MFSD6L	-5.39621035434494	5.47036674702484	-11.8491206554021	3.67811168451357e-06	0.00117214997285681	5.10552310273571
APOC1	5.22741057874891	11.6472172438787	11.7267469542149	3.96474678345964e-06	0.00124375345580499	5.03584042848916
CREB3L3	5.81337921513786	6.02265260497961	11.6537701101444	4.14760861377457e-06	0.00128110058675003	4.99385996668988
DOC2A	4.27202873898199	8.8760957073754	11.6242038894583	4.22438102178528e-06	0.00128504390567247	4.97676033177291
SMIM5	-4.4713559777621	11.2988135365449	-11.48335287076	4.61277897340288e-06	0.00138225020073149	4.89456688522531
RALYL	-4.03989999757338	5.88896971339991	-11.4104380813307	4.82952149208884e-06	0.00142591622053923	4.8515367034614
INHBB	5.84915209037173	8.71130545641364	11.3195838688611	5.11579615425725e-06	0.00148854839694236	4.79745414612589
ALPK2	3.76618276385375	7.46237361528474	11.1596833916444	5.66722620716957e-06	0.00162544143659062	4.70099696223544
SPAG4	3.89401238625232	8.90335477130762	11.1126969543784	5.84175075047152e-06	0.00165189901151009	4.67234009781104
C5orf38	-3.36468881636328	8.11784565938572	-10.9578011912412	6.46135864376555e-06	0.00180173190959557	4.57684518443436
BMPR1B	-3.7916390519189	9.35757068430864	-10.7582287629745	7.37148888405258e-06	0.00198060284647295	4.45144435642318
SCD	4.15238989610106	9.87316479654532	10.7568379007547	7.378318236006e-06	0.00198060284647295	4.45056091912497
PIK3C2G	-6.66346810056496	4.56269887951853	-10.7526802535234	7.3987753890258e-06	0.00198060284647295	4.44791930521608
AQP6	-4.4902341119882	9.47808290303162	-10.7187540815603	7.56810848771635e-06	0.00199730933902655	4.42631948819019
LYPD6B	-5.54233929618438	5.46983141118801	-10.6767005471401	7.78408580427015e-06	0.00199730933902655	4.39943500655023
CES3	3.1832971189294	5.08179654965038	10.6752229416608	7.79179947258667e-06	0.00199730933902655	4.39848815863228
SCNN1A	-3.91310640770646	10.6564971513906	-10.6497497325535	7.92613969272428e-06	0.00199730933902655	4.38214110928171
TENM1	3.25254690152377	6.49994103636404	10.6200810981458	8.08589893919415e-06	0.00199730933902655	4.36304472960658
LOC100506385	5.36518617773773	4.37990237332082	10.609318333978	8.14474635110498e-06	0.00199730933902655	4.35610201338967
APOD	-3.62664422787003	10.0335207134124	-10.6069860941775	8.15756167755027e-06	0.00199730933902655	4.35459649054993
LOC154761	3.5197882928379	5.0588173939033	10.4916663434362	8.82042109623814e-06	0.0021307033117988	4.27967655850977
CHL1-AS2	-3.40724379959546	5.53306086042452	-10.4760696688325	8.91463257414449e-06	0.0021307033117988	4.26947145142513
CLDN8	-6.4040034429479	7.38245438348326	-10.4178149784862	9.27665598682273e-06	0.00217391034263021	4.23120071371382
IRX2	-4.87307980387259	6.97514268135996	-10.4122706785724	9.31196341416535e-06	0.00217391034263021	4.22754565036731
DGCR5	5.17536491462661	6.00918335783173	10.3569314734363	9.67277588515795e-06	0.00220960790030262	4.19094172312485
OVOL1	-3.98841649693784	7.54624473528489	-10.3550992942807	9.68498755922849e-06	0.00220960790030262	4.18972603876952
BSND	-4.15807247775201	4.78760794889001	-10.3350192797541	9.81996455888352e-06	0.00221522953313151	4.1763865781165
TMSB4Y	-7.98101783183686	3.92426004072012	-10.266002211585	1.03002708074692e-05	0.00229776152223954	4.13031282640818
RAB25	-3.29135060500541	6.99268401540887	-10.2231584428338	1.06116881833163e-05	0.0023194275745091	4.10153537261102
ADH1B	-5.78662363425306	10.1905295364697	-10.2053845926705	1.07439739218681e-05	0.0023194275745091	4.08955710262072
SERPINA5	-6.53884596379678	9.44241652353518	-10.1719738458307	1.09976859452234e-05	0.00234894192257713	4.06697714118886
UBD	3.69997405283798	11.2529613939403	10.1395277115233	1.12505319937307e-05	0.00237765190355928	4.04496933474688
SCNN1G	-3.83275564340361	8.14536624631891	-10.0966895267406	1.15944228684631e-05	0.00242480445760555	4.01579170960311
GZMB	5.00381931638875	5.74721830522087	10.0693834777864	1.18197839052774e-05	0.00243636965867621	3.99712097972059
GATA3	-4.01614059431257	8.21475568561953	-10.0607062432628	1.18924254893793e-05	0.00243636965867621	3.99117602952862
TCF21	-4.42786361187052	8.45541045703608	-10.0093724973443	1.23325626117467e-05	0.00250101878339434	3.95588909821558
DNAH11	4.87319921079349	8.2784346102518	9.93932439694629	1.29629741799667e-05	0.00257959405575328	3.90741249835478
RIMKLA	3.5761440986499	7.55795896594785	9.92991975498563	1.30503361812074e-05	0.00257959405575328	3.90087526112648
LOX	3.90432633172597	6.92352240210224	9.92402045320145	1.31054736109396e-05	0.00257959405575328	3.89677112018384
F11	-3.88537953161645	7.94050525867577	-9.88538063792839	1.34731532531878e-05	0.00260803395584644	3.86982267968171
SEMA5B	3.66145120667627	9.50384524817182	9.88159814115885	1.3509763979082e-05	0.00260803395584644	3.86717842738795
REG1A	5.53380851487578	7.7102845537307	9.85170930447814	1.38030186176187e-05	0.00263926861700887	3.84624459883608
NOL3	2.91633437531281	7.97961126552854	9.72498288849359	1.51283818879765e-05	0.00286540116193306	3.75670622975393
APBB1IP	4.02229625374775	8.51363232478222	9.68254259894152	1.56037253667668e-05	0.00292781302979979	3.7264349571918
TEX11	4.13835646903377	3.85914568878624	9.6269425073461	1.62520335375723e-05	0.00302122293827629	3.68655829439038
COL4A6	-4.20235311827935	6.50675764142203	-9.60260516652552	1.65452825206574e-05	0.00302129319788603	3.66902481709089
SPTBN2	-5.0702608638455	10.9116431215186	-9.59009847267653	1.66982869171399e-05	0.00302129319788603	3.65999584773057
SFRP1	-4.43797622961754	9.92400822636138	-9.58964475704277	1.67038673589356e-05	0.00302129319788603	3.65966805720603
EPHB1	-6.59783579117491	2.1258119594196	-14.8508209950672	1.06572687810332e-05	0.0023194275745091	3.64197258561528
SLC4A11	-4.19847667252803	8.23669487903259	-9.55538045960441	1.71314096350211e-05	0.00306832883407746	3.6348650410604
DPT	-5.06212787730479	7.97873566933374	-9.53514249824933	1.7389696867897e-05	0.00306832883407746	3.62017022545224
TRIB3	2.80984166257249	7.10346997286965	9.52238466517421	1.75547637170173e-05	0.00306832883407746	3.61088947572008
ATP6V0D2	-6.62354404925854	6.24364676921705	-9.52081252877676	1.7575226175171e-05	0.00306832883407746	3.60974489150321
HOXB9	-3.50589867342329	7.79108679059553	-9.48993465035647	1.79825991611491e-05	0.00311238485653784	3.58722317735261
IGFBP2	-3.59288791792601	10.2258490717054	-9.46793310540983	1.82793318248181e-05	0.00313670209441772	3.57112764053899
NETO2	3.89172883578745	8.59130785908384	9.4471123705782	1.85652074444815e-05	0.00315875991409199	3.5558589862671
HEPN1	-4.26588223169702	4.40133946533651	-9.42306598340309	1.89016333894504e-05	0.00316633219856215	3.53817996621576
TMPRSS2	-4.38226044641919	8.30728062097367	-9.42140441088193	1.89251314353468e-05	0.00316633219856215	3.53695658942907
SLC29A2	-3.74426360399157	5.27158442514491	-9.38261874231053	1.9483062430818e-05	0.00323273921011184	3.50833400511013
PLIN2	2.71783812062628	14.1980707489912	9.34669628501226	2.00163119716758e-05	0.0032845260359364	3.4817117104376
GAL3ST1	3.54501915565557	9.26394333109392	9.33968009279127	2.01223640195337e-05	0.0032845260359364	3.47649927871497
VTCN1	-3.06754557619618	8.92115873903605	-9.32016519703384	2.04206682458414e-05	0.00330633674493353	3.46197948241967
ESRRB	-3.83373245712889	7.47378220668843	-9.30745701712129	2.06175915185607e-05	0.00331151507934515	3.45250678025575
TNFAIP6	6.5600105561601	6.7767619890102	9.26586683109159	2.12771123326953e-05	0.00339032209764701	3.42140932761371
ASPM	3.67588418307868	5.0076945082341	9.17545513548352	2.27940680749716e-05	0.00360343704520634	3.35329616337568
DTL	3.49878058836553	6.72585750629054	9.07896248675432	2.45482877118046e-05	0.0038504372842961	3.27982013228289
BCMO1	2.92153045249895	5.94256792624097	9.06139949937034	2.48836009125402e-05	0.00386035563108511	3.26635875877996
NUSAP1	2.98534450033272	9.86843980839858	9.05556762245788	2.49960767067323e-05	0.00386035563108511	3.26188283149014
HRG	-4.48250496427632	8.20855733587764	-9.01208784334537	2.58528409611679e-05	0.00394213430475116	3.22841759358018
ANGPTL4	5.32695016350216	10.3068247995821	9.00883246610746	2.59183009526898e-05	0.00394213430475116	3.22590527126374
CDH2	2.64397943291988	11.0123652878843	8.99724545088991	2.61528080646324e-05	0.00394789419183177	3.21695539937713
TLCD1	-4.77337419320145	5.66201317679552	-8.94731933372907	2.7190828860713e-05	0.00399921916864507	3.17825520297022
RIMBP2	-4.06015156404434	5.70301341715624	-8.94398773244979	2.72617234917644e-05	0.00399921916864507	3.17566477312566
PROM2	-3.66409201774216	8.5352043230331	-8.94268100902903	2.7289586397588e-05	0.00399921916864507	3.17464848055451
CHGB	-4.29977166503903	6.95311797127398	-8.90076926820787	2.82004176575332e-05	0.0041026285705065	3.14197050546996
IDO1	4.204101896241	8.76266729137261	8.89161275435261	2.84039134980527e-05	0.0041026285705065	3.13481021162375
SYT7	-3.7276475066177	4.643555021799	-8.85579405207909	2.92159187075587e-05	0.00418977142779754	3.10672738658675
PRIMA1	3.55448609898645	8.16319194143921	8.82661141730154	2.98967430773403e-05	0.00425699936711887	3.08376114288008
FOXI1	-2.40552212225774	7.5428329021565	-8.78545664433891	3.08872979254136e-05	0.00436707239752485	3.05124065506619
CASC4	-12.8611874338029	2.0671065289274	-12.5164131480213	2.70111652353161e-05	0.00399921916864507	3.01914652650967
SLC9A2	-3.21661492159864	4.63438692515509	-8.72762628040087	3.23419628038195e-05	0.00452124092276847	3.00527962918236
C7	-5.74034040368618	9.22201138606488	-8.7134965219665	3.27089483578602e-05	0.00452124092276847	2.99400284534311
KLHL6	3.49315554853539	5.98778671032837	8.7114727905629	3.27618907473713e-05	0.00452124092276847	2.99238621134645
ABLIM3	3.32956007913737	5.34909012482198	8.70702916673831	3.28784766012948e-05	0.00452124092276847	2.98883513780971
RAB42	4.47125689586053	9.63256830726015	8.67785384996269	3.36555844320301e-05	0.00459662019484264	2.96547428686525
HILPDA	3.87116525209517	11.487085409349	8.65728467352177	3.42158285021354e-05	0.00463128971260486	2.94895660236412
CPAMD8	-2.61553160504445	8.38459537015862	-8.65166220656052	3.43707808526236e-05	0.00463128971260486	2.94443468541711
PCDH9	-2.55843201144326	8.32245717185912	-8.61888647637922	3.52898625331826e-05	0.00470472517411084	2.91801535887627
LPCAT1	3.00248580896404	10.240636818317	8.61556790755106	3.53844449514737e-05	0.00470472517411084	2.91533473771021
RNASET2	2.80298387871346	12.9071095723834	8.59784013320627	3.5894538462118e-05	0.00473632494672576	2.90099724907472
PP7080	-3.25259509778224	11.6862410753763	-8.5909872556381	3.60939242341506e-05	0.00473632494672576	2.89544695641312
NDNF	-5.32430117959289	4.26458474935696	-8.5678030421286	3.67777278587631e-05	0.00479471715727524	2.8766365362339
CCNI2	-2.30601509491402	5.63756782656494	-8.54111953308766	3.75827631806888e-05	0.00486805894437864	2.85492368275346
CD180	2.72905758364202	5.74407614412167	8.46340694064622	4.00420358415216e-05	0.00515335867686045	2.79129910075117
MOXD1	-4.20708010025327	11.5174669896632	-8.45526693603205	4.03098929069662e-05	0.0051547880247972	2.78460109020473
GATA2	-2.78058409922601	8.15211690068702	-8.4360534226129	4.09501308731826e-05	0.00518643470001054	2.76876578569694
ANKRD33B	3.63442957919443	8.48399725239588	8.43237433549006	4.10740208846778e-05	0.00518643470001054	2.76572948819359
PRR13	-3.54526555758585	12.8895181793007	-8.41981505044955	4.15001159693373e-05	0.0051932838821906	2.75535458306007
UHRF1	2.78952433485099	7.10334189221536	8.41555990400301	4.1645599692817e-05	0.0051932838821906	2.75183603528385
SH3BP2	2.73671908484495	9.2041171854536	8.380645457572	4.28611269359296e-05	0.00527909307750754	2.72289885756089
RPS19	-4.4895210952831	7.08756427769398	-8.37958064168541	4.28988170166477e-05	0.00527909307750754	2.722014463421
SLC26A7	-5.26974531800123	7.74836756314084	-8.36880133322906	4.32824560996202e-05	0.00527909307750754	2.71305534037617
CXCR4	2.85679589778681	10.689000148926	8.36008359946709	4.35955332633393e-05	0.00527909307750754	2.70580134139361
DCN	-4.17119138583971	8.98093733684465	-8.35749533498345	4.36889722384813e-05	0.00527909307750754	2.70364621802397
CLCNKA	-2.63206418716877	6.93763575142484	-8.35135979437922	4.39113684287373e-05	0.00527909307750754	2.69853481835463
ODF3B	2.95546517951857	9.97298989443482	8.33084161895732	4.46643513055925e-05	0.00529616409099943	2.68141461232658
SLC16A3	2.85545914446448	8.48062689199127	8.32783816530044	4.47757809462958e-05	0.00529616409099943	2.67890507207039
SLC39A14	2.73046522103925	7.1494619534864	8.3259835762997	4.48447425148132e-05	0.00529616409099943	2.67735502278552
COL9A2	-2.81583319610805	6.41586653309662	-8.29749715002587	4.59190674275041e-05	0.00536555389656345	2.6535035889659
PHYHD1	-2.89054019495287	9.25109609050333	-8.29624907115507	4.59667913636954e-05	0.00536555389656345	2.65245674592142
SFTA2	-2.42045646374201	5.43139113459181	-8.28244085537463	4.64985099634878e-05	0.00539624615339275	2.64086460045398
SUSD4	-2.92822437257906	8.35833041235801	-8.24226594385858	4.8085105758912e-05	0.00554830269150389	2.60702939282204
FREM1	-2.60348974749417	7.01587377983057	-8.22630887556107	4.87320233403369e-05	0.00558001042789961	2.59354565122738
TMEM213	-3.15798991849192	11.1829723220987	-8.21944394330707	4.90133271808491e-05	0.00558001042789961	2.58773692427994
TDGF1|TDGF1P3	-5.96377546393979	6.72537188905289	-8.21506537125297	4.91936965551742e-05	0.00558001042789961	2.58402954767939
IL22RA1	2.44091455614916	4.94371154347856	8.19552454157513	5.00077605418669e-05	0.00564048206965765	2.56746065764968
IL20RB	4.62517216716349	8.70353272160292	8.17852279020442	5.0728323858501e-05	0.00567608066494878	2.55301338769372
FPR3	2.7380325190203	8.55964295811309	8.17477303350574	5.08888040887972e-05	0.00567608066494878	2.5498230974882
FAM169A	-2.96091674245072	7.72685902729075	-8.10940541532671	5.37796600556362e-05	0.00594451990430929	2.4939793217885
STC2	3.40383437557903	6.44746431630857	8.10275430514094	5.40839569255729e-05	0.00594451990430929	2.48827287637276
FLT1	2.45087334334722	9.74914688870957	8.09920201167449	5.42472676798417e-05	0.00594451990430929	2.48522326722988
IL4I1	3.36070274584506	9.38676063836551	8.09412370313662	5.448169329721e-05	0.00594451990430929	2.48086134788435
CD300LF	2.18554902871256	6.3692069131763	8.08778438095929	5.47759218158698e-05	0.00594451990430929	2.47541260010491
ATP12A	-2.4967163888492	8.14198622239078	-8.07561647013679	5.53456676225308e-05	0.00597405897235242	2.46494254972906
CD27	2.71347297419427	5.74340479976173	8.02274877717144	5.78993047227861e-05	0.00621627989796458	2.41927497898655
IRX1	-4.00518735940231	5.31478771995512	-8.00514200464503	5.87787987479907e-05	0.00627713799182664	2.40400201220675
NAT8L	-2.99896920334099	8.41397965399693	-7.99622099717579	5.92301168510716e-05	0.00628191069282333	2.3962512259891
MTCP1	3.02573736805784	5.11712538933988	7.99165871711073	5.94624216038693e-05	0.00628191069282333	2.39228421199318
CENPM	3.32442466040072	6.85696746985435	7.98580140339859	5.97621627897224e-05	0.00628191069282333	2.38718796139753
RUNX3	2.81560805499003	8.16658791398119	7.940413260995	6.21429689793138e-05	0.00649814785519627	2.34757599135415
ACLY	2.23741148679876	12.0133517021145	7.90423601896172	6.41166826632097e-05	0.00666979605092882	2.31584816595059
ACSM5	3.0057867036491	8.74483305488797	7.88675945614629	6.5095179567065e-05	0.00671411204413182	2.30047166832635
ALOX5	3.09070267447073	8.47984021592504	7.88168033252132	6.53826778139335e-05	0.00671411204413182	2.29599682614023
FOLR3	-4.05305190640775	7.2493295590391	-7.87880703556788	6.55459461398534e-05	0.00671411204413182	2.29346416736481
ACPP	-3.58740587136772	8.16318435954247	-7.85957012704168	6.665085119504e-05	0.00679263522559806	2.27648533199462
EPO	6.3748633578741	5.54749951725095	7.78956782877208	7.08508997864654e-05	0.00718420967178215	2.2143677142066
NELL1	-4.40170299845438	7.98014811376285	-7.76186029246592	7.25943722164846e-05	0.00731261037125448	2.18963610008233
TMEM52B	-4.22997392698781	11.0124609956231	-7.75017040492041	7.33442873042244e-05	0.00731261037125448	2.1791769729027
ABCA12	4.22071176028929	5.22288566840076	7.7457155716404	7.36323431096825e-05	0.00731261037125448	2.1751872831377
GPR110	-4.29320843841427	6.89638291923634	-7.74221964017056	7.38592803902289e-05	0.00731261037125448	2.17205487214962
SCARB1	3.1376011501535	9.81507285274894	7.74016424795136	7.39930703087552e-05	0.00731261037125448	2.17021259107945
ABCB4	2.52136835312593	4.86135178978362	7.72895094797309	7.47277538769977e-05	0.00731261037125448	2.16015388434976
RPL13AP3	3.03634388102431	10.3400116539043	7.7268074496347	7.4869119655037e-05	0.00731261037125448	2.15822954489279
TNIK	2.22096458266979	6.78783963425939	7.72273041681905	7.51388293774223e-05	0.00731261037125448	2.15456798862389
TYMP	2.66150898090071	10.4650348018734	7.717555477786	7.54827342027947e-05	0.00731261037125448	2.14991781504052
ATP2C2	-2.07755935242766	4.88859527774107	-7.71042836423979	7.59592550747095e-05	0.00731261037125448	2.14350867137115
CD247	2.59014094691708	9.09337252861025	7.70798038983528	7.61237021264226e-05	0.00731261037125448	2.14130602812204
LRRC41	3.28083699956143	8.94448846928811	7.69911902097598	7.67223151831895e-05	0.00733501867587093	2.13332728260195
NDUFA4L2	2.93797873296647	6.84337891998877	7.69263557738181	7.71636239482008e-05	0.00734224681520392	2.12748420181026
COL14A1	-2.66553228691807	11.191913950572	-7.68577737609128	7.7633530596688e-05	0.00735211506504578	2.12129839561999
CTHRC1	3.69228501730918	8.53323420051365	7.67242712945418	7.85574532659391e-05	0.00740468539540028	2.10924233035308
ITGB2	2.59319416814003	10.0277894840689	7.60310487012102	8.35568891822793e-05	0.00780731476077681	2.04632629254719
LPAR5	2.58589947251765	4.34327487019871	7.6024370659892	8.36067476997069e-05	0.00780731476077681	2.04571763048481
GPR183	2.7807486593042	6.88968520207943	7.57630963466212	8.55837613712176e-05	0.00794526060063534	2.02186539422621
NLRP2	2.71628130933603	6.99459649736368	7.57239030362507	8.58848088902689e-05	0.00794526060063534	2.01828084083256
DIAPH2	2.13911572289766	9.10025434664337	7.5673823566542	8.62711964406288e-05	0.00794526060063534	2.01369817799433
DMRT2	-4.00419493428072	5.03384641866869	-7.55005291818592	8.76233053491061e-05	0.00799738151589184	1.99781888702111
FOXA3	-2.92420640529732	5.03641600088056	-7.54866515547018	8.77326031848578e-05	0.00799738151589184	1.99654580940383
GBP5	3.19709960114206	6.18348434187139	7.5335474519716	8.89331622253034e-05	0.00799738151589184	1.98266353680936
FBLN1	-3.26230649569183	9.67778440246285	-7.53145429657827	8.91008295340405e-05	0.00799738151589184	1.98073942699604
TIPARP	4.03568591492098	8.97247091857913	7.53104447724178	8.91336984560257e-05	0.00799738151589184	1.9803626478807
CCL4|LOC101060278|CCL4L1|CCL4L2	2.52262908260975	9.70770443776124	7.52506126368081	8.96151178511123e-05	0.00799738151589184	1.9748596738259
CD5	2.59031917531494	7.36817877456875	7.52493282606318	8.96254839406119e-05	0.00799738151589184	1.97474150134342
TMEM91	2.64211644237184	8.74488448912162	7.5140503077753	9.05086849776499e-05	0.00804045516945255	1.96472204930948
C7orf41	-3.07329772995515	11.9987862788952	-7.5043699797743	9.13024917072968e-05	0.00807524284584757	1.95579830539874
SLC25A25	-2.18233783139789	11.7595085185696	-7.48730006191699	9.27212707866332e-05	0.00813653316570247	1.94003691637259
NR0B2	-2.46431987130739	9.32321711891379	-7.48628987311061	9.28060016409755e-05	0.00813653316570247	1.93910314010382
ST8SIA4	2.44021629561182	4.03265931880534	7.47806333861679	9.3499240017616e-05	0.00816167061666816	1.93149460354931
TFCP2L1	-4.02371493645424	9.85501030861118	-7.47206189273702	9.40086207105037e-05	0.00817061072729343	1.92593919674747
BTN3A1	2.25275217986433	7.48499737041232	7.46068696939572	9.49826058567648e-05	0.00821865316309535	1.91539854359719
EYA4	-4.31336899022363	6.63854775267066	-7.45253096920923	9.5687903254059e-05	0.00821865316309535	1.90783174180259
ARHGAP25	2.47333905558644	9.3246185753014	7.45136218972375	9.57894526156453e-05	0.00821865316309535	1.90674678073575
GPC3	-5.18649227485013	9.4119764184646	-7.42695325788578	9.79379565284563e-05	0.00833753241422865	1.8840530038076
